sampleID	projectID	Race	Continent
ERR3471221	PRJEB33905	Korea	Asia
ERR3471222	PRJEB33905	Korea	Asia
ERR3471223	PRJEB33905	Korea	Asia
ERR3471224	PRJEB33905	Korea	Asia
ERR3471225	PRJEB33905	Korea	Asia
ERR3471226	PRJEB33905	Korea	Asia
ERR3471227	PRJEB33905	Korea	Asia
ERR3471228	PRJEB33905	Korea	Asia
ERR3471229	PRJEB33905	Korea	Asia
ERR3471230	PRJEB33905	Korea	Asia
ERR3471231	PRJEB33905	Korea	Asia
ERR3471232	PRJEB33905	Korea	Asia
ERR3471233	PRJEB33905	Korea	Asia
ERR3471234	PRJEB33905	Korea	Asia
ERR3471235	PRJEB33905	Korea	Asia
ERR3471236	PRJEB33905	Korea	Asia
ERR3471237	PRJEB33905	Korea	Asia
ERR3471238	PRJEB33905	Korea	Asia
ERR3471239	PRJEB33905	Korea	Asia
ERR3471240	PRJEB33905	Korea	Asia
ERR3471241	PRJEB33905	Korea	Asia
ERR3471242	PRJEB33905	Korea	Asia
ERR3471243	PRJEB33905	Korea	Asia
ERR3471244	PRJEB33905	Korea	Asia
ERR3471245	PRJEB33905	Korea	Asia
ERR3471246	PRJEB33905	Korea	Asia
ERR3471247	PRJEB33905	Korea	Asia
ERR3471248	PRJEB33905	Korea	Asia
ERR3471249	PRJEB33905	Korea	Asia
ERR3471250	PRJEB33905	Korea	Asia
ERR3471251	PRJEB33905	Korea	Asia
ERR3471252	PRJEB33905	Korea	Asia
ERR3471253	PRJEB33905	Korea	Asia
ERR3471254	PRJEB33905	Korea	Asia
ERR3471255	PRJEB33905	Korea	Asia
ERR3471256	PRJEB33905	Korea	Asia
ERR3471257	PRJEB33905	Korea	Asia
ERR3471258	PRJEB33905	Korea	Asia
ERR3471259	PRJEB33905	Korea	Asia
ERR3471260	PRJEB33905	Korea	Asia
ERR3471261	PRJEB33905	Korea	Asia
ERR3471262	PRJEB33905	Korea	Asia
ERR3471263	PRJEB33905	Korea	Asia
ERR3471264	PRJEB33905	Korea	Asia
ERR3471265	PRJEB33905	Korea	Asia
ERR3471266	PRJEB33905	Korea	Asia
ERR3471267	PRJEB33905	Korea	Asia
ERR3471268	PRJEB33905	Korea	Asia
ERR3471269	PRJEB33905	Korea	Asia
ERR3471270	PRJEB33905	Korea	Asia
ERR3471271	PRJEB33905	Korea	Asia
ERR3471272	PRJEB33905	Korea	Asia
ERR3471273	PRJEB33905	Korea	Asia
ERR3471274	PRJEB33905	Korea	Asia
ERR3471275	PRJEB33905	Korea	Asia
ERR3471276	PRJEB33905	Korea	Asia
ERR3471277	PRJEB33905	Korea	Asia
ERR3471278	PRJEB33905	Korea	Asia
ERR3471279	PRJEB33905	Korea	Asia
ERR3471280	PRJEB33905	Korea	Asia
ERR3471281	PRJEB33905	Korea	Asia
ERR3471282	PRJEB33905	Korea	Asia
ERR3471283	PRJEB33905	Korea	Asia
ERR3471284	PRJEB33905	Korea	Asia
ERR3471285	PRJEB33905	Korea	Asia
ERR3471286	PRJEB33905	Korea	Asia
ERR3471287	PRJEB33905	Korea	Asia
ERR3471288	PRJEB33905	Korea	Asia
ERR3471289	PRJEB33905	Korea	Asia
ERR3471290	PRJEB33905	Korea	Asia
ERR3471291	PRJEB33905	Korea	Asia
ERR3471292	PRJEB33905	Korea	Asia
ERR3471293	PRJEB33905	Korea	Asia
ERR3471294	PRJEB33905	Korea	Asia
ERR3471295	PRJEB33905	Korea	Asia
ERR3471296	PRJEB33905	Korea	Asia
ERR3471297	PRJEB33905	Korea	Asia
ERR3471298	PRJEB33905	Korea	Asia
ERR3471299	PRJEB33905	Korea	Asia
ERR3471300	PRJEB33905	Korea	Asia
ERR3471301	PRJEB33905	Korea	Asia
ERR3471302	PRJEB33905	Korea	Asia
ERR3471303	PRJEB33905	Korea	Asia
ERR3471304	PRJEB33905	Korea	Asia
ERR3471305	PRJEB33905	Korea	Asia
ERR3471306	PRJEB33905	Korea	Asia
ERR3471307	PRJEB33905	Korea	Asia
ERR3471308	PRJEB33905	Korea	Asia
ERR3471309	PRJEB33905	Korea	Asia
ERR3471310	PRJEB33905	Korea	Asia
ERR3471311	PRJEB33905	Korea	Asia
ERR3471312	PRJEB33905	Korea	Asia
ERR3471313	PRJEB33905	Korea	Asia
ERR3471314	PRJEB33905	Korea	Asia
ERR3471315	PRJEB33905	Korea	Asia
ERR3471316	PRJEB33905	Korea	Asia
ERR3471317	PRJEB33905	Korea	Asia
ERR3471318	PRJEB33905	Korea	Asia
ERR3471319	PRJEB33905	Korea	Asia
ERR3471320	PRJEB33905	Korea	Asia
ERR3471321	PRJEB33905	Korea	Asia
ERR3471322	PRJEB33905	Korea	Asia
ERR3471323	PRJEB33905	Korea	Asia
ERR3471324	PRJEB33905	Korea	Asia
ERR3471325	PRJEB33905	Korea	Asia
ERR3471326	PRJEB33905	Korea	Asia
ERR3471327	PRJEB33905	Korea	Asia
ERR3471328	PRJEB33905	Korea	Asia
ERR3471329	PRJEB33905	Korea	Asia
ERR3471330	PRJEB33905	Korea	Asia
ERR3471331	PRJEB33905	Korea	Asia
ERR3471332	PRJEB33905	Korea	Asia
ERR3471333	PRJEB33905	Korea	Asia
ERR3471334	PRJEB33905	Korea	Asia
ERR3471335	PRJEB33905	Korea	Asia
ERR3471336	PRJEB33905	Korea	Asia
ERR3471337	PRJEB33905	Korea	Asia
ERR3471338	PRJEB33905	Korea	Asia
ERR3471339	PRJEB33905	Korea	Asia
ERR3471340	PRJEB33905	Korea	Asia
ERR3471341	PRJEB33905	Korea	Asia
ERR3471342	PRJEB33905	Korea	Asia
ERR3471343	PRJEB33905	Korea	Asia
ERR3471344	PRJEB33905	Korea	Asia
ERR3471345	PRJEB33905	Korea	Asia
ERR3471346	PRJEB33905	Korea	Asia
ERR3471347	PRJEB33905	Korea	Asia
ERR3471348	PRJEB33905	Korea	Asia
ERR3471349	PRJEB33905	Korea	Asia
ERR3471350	PRJEB33905	Korea	Asia
ERR3471351	PRJEB33905	Korea	Asia
ERR3471352	PRJEB33905	Korea	Asia
ERR3471353	PRJEB33905	Korea	Asia
ERR3471354	PRJEB33905	Korea	Asia
ERR3471355	PRJEB33905	Korea	Asia
ERR3471356	PRJEB33905	Korea	Asia
ERR3471357	PRJEB33905	Korea	Asia
ERR3471358	PRJEB33905	Korea	Asia
ERR3471359	PRJEB33905	Korea	Asia
ERR3471360	PRJEB33905	Korea	Asia
ERR3471361	PRJEB33905	Korea	Asia
ERR3471362	PRJEB33905	Korea	Asia
ERR3471363	PRJEB33905	Korea	Asia
ERR3471364	PRJEB33905	Korea	Asia
ERR3471365	PRJEB33905	Korea	Asia
ERR3471366	PRJEB33905	Korea	Asia
ERR3471367	PRJEB33905	Korea	Asia
ERR3471368	PRJEB33905	Korea	Asia
ERR3471369	PRJEB33905	Korea	Asia
ERR3471370	PRJEB33905	Korea	Asia
ERR3471371	PRJEB33905	Korea	Asia
ERR3471372	PRJEB33905	Korea	Asia
ERR3471373	PRJEB33905	Korea	Asia
ERR3471374	PRJEB33905	Korea	Asia
ERR3471375	PRJEB33905	Korea	Asia
ERR3471376	PRJEB33905	Korea	Asia
ERR3471377	PRJEB33905	Korea	Asia
ERR3471378	PRJEB33905	Korea	Asia
ERR3471379	PRJEB33905	Korea	Asia
ERR3471380	PRJEB33905	Korea	Asia
ERR3471381	PRJEB33905	Korea	Asia
ERR3471382	PRJEB33905	Korea	Asia
ERR3471383	PRJEB33905	Korea	Asia
ERR3471384	PRJEB33905	Korea	Asia
ERR3471385	PRJEB33905	Korea	Asia
ERR3471386	PRJEB33905	Korea	Asia
ERR3471387	PRJEB33905	Korea	Asia
ERR3471388	PRJEB33905	Korea	Asia
ERR3471389	PRJEB33905	Korea	Asia
ERR3471390	PRJEB33905	Korea	Asia
ERR3471391	PRJEB33905	Korea	Asia
ERR3471392	PRJEB33905	Korea	Asia
ERR3471393	PRJEB33905	Korea	Asia
ERR3471394	PRJEB33905	Korea	Asia
ERR3471395	PRJEB33905	Korea	Asia
ERR3471396	PRJEB33905	Korea	Asia
ERR3471397	PRJEB33905	Korea	Asia
ERR3471398	PRJEB33905	Korea	Asia
ERR3471399	PRJEB33905	Korea	Asia
ERR3471400	PRJEB33905	Korea	Asia
ERR3471401	PRJEB33905	Korea	Asia
ERR3471402	PRJEB33905	Korea	Asia
ERR3471403	PRJEB33905	Korea	Asia
ERR3471404	PRJEB33905	Korea	Asia
ERR3471405	PRJEB33905	Korea	Asia
ERR3471406	PRJEB33905	Korea	Asia
ERR3471407	PRJEB33905	Korea	Asia
ERR3471408	PRJEB33905	Korea	Asia
ERR3471409	PRJEB33905	Korea	Asia
ERR3471410	PRJEB33905	Korea	Asia
ERR3471411	PRJEB33905	Korea	Asia
ERR3471412	PRJEB33905	Korea	Asia
ERR3471413	PRJEB33905	Korea	Asia
ERR3471414	PRJEB33905	Korea	Asia
ERR3471415	PRJEB33905	Korea	Asia
ERR3471416	PRJEB33905	Korea	Asia
ERR3471417	PRJEB33905	Korea	Asia
ERR3471418	PRJEB33905	Korea	Asia
ERR3471419	PRJEB33905	Korea	Asia
ERR3471420	PRJEB33905	Korea	Asia
ERR3471421	PRJEB33905	Korea	Asia
ERR3471422	PRJEB33905	Korea	Asia
ERR3471423	PRJEB33905	Korea	Asia
ERR3471424	PRJEB33905	Korea	Asia
ERR3471425	PRJEB33905	Korea	Asia
ERR3471426	PRJEB33905	Korea	Asia
ERR3471427	PRJEB33905	Korea	Asia
ERR3471428	PRJEB33905	Korea	Asia
ERR3471429	PRJEB33905	Korea	Asia
ERR3471430	PRJEB33905	Korea	Asia
ERR3471431	PRJEB33905	Korea	Asia
ERR3471432	PRJEB33905	Korea	Asia
ERR3471433	PRJEB33905	Korea	Asia
ERR3471434	PRJEB33905	Korea	Asia
ERR3471435	PRJEB33905	Korea	Asia
ERR3471436	PRJEB33905	Korea	Asia
ERR3471437	PRJEB33905	Korea	Asia
ERR3471438	PRJEB33905	Korea	Asia
ERR3471439	PRJEB33905	Korea	Asia
ERR3471440	PRJEB33905	Korea	Asia
ERR3471441	PRJEB33905	Korea	Asia
ERR3471442	PRJEB33905	Korea	Asia
ERR3471443	PRJEB33905	Korea	Asia
ERR3471444	PRJEB33905	Korea	Asia
ERR3471445	PRJEB33905	Korea	Asia
ERR3471446	PRJEB33905	Korea	Asia
ERR3471447	PRJEB33905	Korea	Asia
ERR3471448	PRJEB33905	Korea	Asia
ERR3471449	PRJEB33905	Korea	Asia
ERR3471450	PRJEB33905	Korea	Asia
ERR3471451	PRJEB33905	Korea	Asia
ERR3471452	PRJEB33905	Korea	Asia
ERR3471453	PRJEB33905	Korea	Asia
ERR3471454	PRJEB33905	Korea	Asia
ERR3471455	PRJEB33905	Korea	Asia
ERR3471456	PRJEB33905	Korea	Asia
ERR3471457	PRJEB33905	Korea	Asia
ERR3471458	PRJEB33905	Korea	Asia
ERR3471459	PRJEB33905	Korea	Asia
ERR3471460	PRJEB33905	Korea	Asia
ERR3471461	PRJEB33905	Korea	Asia
ERR3471462	PRJEB33905	Korea	Asia
ERR3471463	PRJEB33905	Korea	Asia
ERR3471464	PRJEB33905	Korea	Asia
ERR3471465	PRJEB33905	Korea	Asia
ERR3471466	PRJEB33905	Korea	Asia
ERR3471467	PRJEB33905	Korea	Asia
ERR3471468	PRJEB33905	Korea	Asia
ERR3471469	PRJEB33905	Korea	Asia
ERR3471470	PRJEB33905	Korea	Asia
ERR3471471	PRJEB33905	Korea	Asia
ERR3471472	PRJEB33905	Korea	Asia
ERR3471473	PRJEB33905	Korea	Asia
ERR3471474	PRJEB33905	Korea	Asia
ERR3471475	PRJEB33905	Korea	Asia
ERR3471476	PRJEB33905	Korea	Asia
ERR3471477	PRJEB33905	Korea	Asia
ERR3471478	PRJEB33905	Korea	Asia
ERR3471479	PRJEB33905	Korea	Asia
ERR3471480	PRJEB33905	Korea	Asia
ERR3471481	PRJEB33905	Korea	Asia
ERR3471482	PRJEB33905	Korea	Asia
ERR3471483	PRJEB33905	Korea	Asia
ERR3471484	PRJEB33905	Korea	Asia
ERR3471485	PRJEB33905	Korea	Asia
ERR3471486	PRJEB33905	Korea	Asia
ERR3471487	PRJEB33905	Korea	Asia
ERR3471488	PRJEB33905	Korea	Asia
ERR3471489	PRJEB33905	Korea	Asia
ERR3471490	PRJEB33905	Korea	Asia
ERR3471491	PRJEB33905	Korea	Asia
ERR3471492	PRJEB33905	Korea	Asia
ERR3471493	PRJEB33905	Korea	Asia
ERR3471494	PRJEB33905	Korea	Asia
ERR3471495	PRJEB33905	Korea	Asia
ERR3471496	PRJEB33905	Korea	Asia
ERR3471497	PRJEB33905	Korea	Asia
ERR3471498	PRJEB33905	Korea	Asia
ERR3471499	PRJEB33905	Korea	Asia
ERR3471500	PRJEB33905	Korea	Asia
ERR3471501	PRJEB33905	Korea	Asia
ERR3471502	PRJEB33905	Korea	Asia
ERR3471503	PRJEB33905	Korea	Asia
ERR3471504	PRJEB33905	Korea	Asia
ERR3471505	PRJEB33905	Korea	Asia
ERR3471506	PRJEB33905	Korea	Asia
ERR3471507	PRJEB33905	Korea	Asia
ERR3471508	PRJEB33905	Korea	Asia
ERR3471509	PRJEB33905	Korea	Asia
ERR3471510	PRJEB33905	Korea	Asia
ERR3471511	PRJEB33905	Korea	Asia
ERR3471512	PRJEB33905	Korea	Asia
ERR3471513	PRJEB33905	Korea	Asia
ERR3471514	PRJEB33905	Korea	Asia
ERR3471515	PRJEB33905	Korea	Asia
ERR3471516	PRJEB33905	Korea	Asia
ERR3471517	PRJEB33905	Korea	Asia
ERR3471518	PRJEB33905	Korea	Asia
ERR3471519	PRJEB33905	Korea	Asia
ERR3471520	PRJEB33905	Korea	Asia
ERR3471521	PRJEB33905	Korea	Asia
ERR3471522	PRJEB33905	Korea	Asia
ERR3471523	PRJEB33905	Korea	Asia
ERR3471524	PRJEB33905	Korea	Asia
ERR3471525	PRJEB33905	Korea	Asia
ERR3471526	PRJEB33905	Korea	Asia
ERR3471527	PRJEB33905	Korea	Asia
ERR3471528	PRJEB33905	Korea	Asia
ERR3471529	PRJEB33905	Korea	Asia
ERR3471530	PRJEB33905	Korea	Asia
ERR3471531	PRJEB33905	Korea	Asia
ERR3471532	PRJEB33905	Korea	Asia
ERR3471533	PRJEB33905	Korea	Asia
ERR3471534	PRJEB33905	Korea	Asia
ERR3471535	PRJEB33905	Korea	Asia
ERR3471536	PRJEB33905	Korea	Asia
ERR3471537	PRJEB33905	Korea	Asia
ERR3471538	PRJEB33905	Korea	Asia
ERR3471539	PRJEB33905	Korea	Asia
ERR3471540	PRJEB33905	Korea	Asia
ERR3471541	PRJEB33905	Korea	Asia
ERR3471542	PRJEB33905	Korea	Asia
ERR3471543	PRJEB33905	Korea	Asia
ERR3471544	PRJEB33905	Korea	Asia
ERR3471545	PRJEB33905	Korea	Asia
ERR3471546	PRJEB33905	Korea	Asia
ERR3471547	PRJEB33905	Korea	Asia
ERR3471548	PRJEB33905	Korea	Asia
ERR3471549	PRJEB33905	Korea	Asia
ERR3471550	PRJEB33905	Korea	Asia
ERR3471551	PRJEB33905	Korea	Asia
ERR3471552	PRJEB33905	Korea	Asia
ERR3471553	PRJEB33905	Korea	Asia
ERR3471554	PRJEB33905	Korea	Asia
ERR3471555	PRJEB33905	Korea	Asia
ERR3471556	PRJEB33905	Korea	Asia
ERR3471557	PRJEB33905	Korea	Asia
ERR3471558	PRJEB33905	Korea	Asia
ERR3471559	PRJEB33905	Korea	Asia
ERR3471560	PRJEB33905	Korea	Asia
ERR3471561	PRJEB33905	Korea	Asia
ERR3471562	PRJEB33905	Korea	Asia
ERR3471563	PRJEB33905	Korea	Asia
ERR3471564	PRJEB33905	Korea	Asia
ERR3471565	PRJEB33905	Korea	Asia
ERR3471566	PRJEB33905	Korea	Asia
ERR3471567	PRJEB33905	Korea	Asia
ERR3471568	PRJEB33905	Korea	Asia
ERR3471569	PRJEB33905	Korea	Asia
ERR3471570	PRJEB33905	Korea	Asia
ERR3471571	PRJEB33905	Korea	Asia
ERR3471572	PRJEB33905	Korea	Asia
ERR3471573	PRJEB33905	Korea	Asia
ERR3471574	PRJEB33905	Korea	Asia
ERR3471575	PRJEB33905	Korea	Asia
ERR3471576	PRJEB33905	Korea	Asia
ERR3471577	PRJEB33905	Korea	Asia
ERR3471578	PRJEB33905	Korea	Asia
ERR3471579	PRJEB33905	Korea	Asia
ERR3471580	PRJEB33905	Korea	Asia
ERR3471581	PRJEB33905	Korea	Asia
ERR3471582	PRJEB33905	Korea	Asia
ERR3471583	PRJEB33905	Korea	Asia
ERR3471584	PRJEB33905	Korea	Asia
ERR3471585	PRJEB33905	Korea	Asia
ERR3471586	PRJEB33905	Korea	Asia
ERR3471587	PRJEB33905	Korea	Asia
ERR3471588	PRJEB33905	Korea	Asia
ERR3471589	PRJEB33905	Korea	Asia
ERR3471590	PRJEB33905	Korea	Asia
ERR3471591	PRJEB33905	Korea	Asia
ERR3471592	PRJEB33905	Korea	Asia
ERR3471593	PRJEB33905	Korea	Asia
ERR3471594	PRJEB33905	Korea	Asia
ERR3471595	PRJEB33905	Korea	Asia
ERR3471596	PRJEB33905	Korea	Asia
ERR3471597	PRJEB33905	Korea	Asia
ERR3471598	PRJEB33905	Korea	Asia
ERR3471599	PRJEB33905	Korea	Asia
ERR3471600	PRJEB33905	Korea	Asia
ERR3471601	PRJEB33905	Korea	Asia
ERR3471602	PRJEB33905	Korea	Asia
ERR3471603	PRJEB33905	Korea	Asia
ERR3471604	PRJEB33905	Korea	Asia
ERR3471605	PRJEB33905	Korea	Asia
ERR3471606	PRJEB33905	Korea	Asia
ERR3471607	PRJEB33905	Korea	Asia
ERR3471608	PRJEB33905	Korea	Asia
ERR3471609	PRJEB33905	Korea	Asia
ERR3471610	PRJEB33905	Korea	Asia
ERR3471611	PRJEB33905	Korea	Asia
ERR3471612	PRJEB33905	Korea	Asia
ERR3471613	PRJEB33905	Korea	Asia
ERR3471614	PRJEB33905	Korea	Asia
ERR3471615	PRJEB33905	Korea	Asia
ERR3471616	PRJEB33905	Korea	Asia
ERR3471617	PRJEB33905	Korea	Asia
ERR3471618	PRJEB33905	Korea	Asia
ERR3471619	PRJEB33905	Korea	Asia
ERR3471620	PRJEB33905	Korea	Asia
ERR3471621	PRJEB33905	Korea	Asia
ERR3471622	PRJEB33905	Korea	Asia
ERR3471623	PRJEB33905	Korea	Asia
ERR3471624	PRJEB33905	Korea	Asia
ERR3471625	PRJEB33905	Korea	Asia
ERR3471626	PRJEB33905	Korea	Asia
ERR3471627	PRJEB33905	Korea	Asia
ERR3471628	PRJEB33905	Korea	Asia
ERR3471629	PRJEB33905	Korea	Asia
ERR3471630	PRJEB33905	Korea	Asia
ERR3471631	PRJEB33905	Korea	Asia
ERR3471632	PRJEB33905	Korea	Asia
ERR3471633	PRJEB33905	Korea	Asia
ERR3471634	PRJEB33905	Korea	Asia
ERR3471635	PRJEB33905	Korea	Asia
ERR3471636	PRJEB33905	Korea	Asia
ERR3471637	PRJEB33905	Korea	Asia
ERR3471638	PRJEB33905	Korea	Asia
ERR3471639	PRJEB33905	Korea	Asia
ERR3471640	PRJEB33905	Korea	Asia
ERR3471641	PRJEB33905	Korea	Asia
ERR3471642	PRJEB33905	Korea	Asia
ERR3471643	PRJEB33905	Korea	Asia
ERR3471644	PRJEB33905	Korea	Asia
ERR3471645	PRJEB33905	Korea	Asia
ERR3471646	PRJEB33905	Korea	Asia
ERR3471647	PRJEB33905	Korea	Asia
ERR3471648	PRJEB33905	Korea	Asia
ERR3471649	PRJEB33905	Korea	Asia
ERR3471650	PRJEB33905	Korea	Asia
ERR3471651	PRJEB33905	Korea	Asia
ERR3471652	PRJEB33905	Korea	Asia
ERR3471653	PRJEB33905	Korea	Asia
ERR3471654	PRJEB33905	Korea	Asia
ERR3471655	PRJEB33905	Korea	Asia
ERR3471656	PRJEB33905	Korea	Asia
ERR3471657	PRJEB33905	Korea	Asia
ERR3471658	PRJEB33905	Korea	Asia
ERR3471659	PRJEB33905	Korea	Asia
ERR3471660	PRJEB33905	Korea	Asia
ERR3471661	PRJEB33905	Korea	Asia
ERR3471662	PRJEB33905	Korea	Asia
ERR3471663	PRJEB33905	Korea	Asia
ERR3471664	PRJEB33905	Korea	Asia
ERR3471665	PRJEB33905	Korea	Asia
ERR3471666	PRJEB33905	Korea	Asia
ERR3471667	PRJEB33905	Korea	Asia
ERR3471668	PRJEB33905	Korea	Asia
ERR3471669	PRJEB33905	Korea	Asia
ERR3471670	PRJEB33905	Korea	Asia
ERR3471671	PRJEB33905	Korea	Asia
ERR3471672	PRJEB33905	Korea	Asia
ERR3471673	PRJEB33905	Korea	Asia
ERR3471674	PRJEB33905	Korea	Asia
ERR3471675	PRJEB33905	Korea	Asia
ERR3471676	PRJEB33905	Korea	Asia
ERR3471677	PRJEB33905	Korea	Asia
ERR3471678	PRJEB33905	Korea	Asia
ERR3471679	PRJEB33905	Korea	Asia
ERR3471680	PRJEB33905	Korea	Asia
ERR3471681	PRJEB33905	Korea	Asia
ERR3471682	PRJEB33905	Korea	Asia
ERR3471683	PRJEB33905	Korea	Asia
ERR3471684	PRJEB33905	Korea	Asia
ERR3471685	PRJEB33905	Korea	Asia
ERR3471686	PRJEB33905	Korea	Asia
ERR3471687	PRJEB33905	Korea	Asia
ERR3471688	PRJEB33905	Korea	Asia
ERR3471689	PRJEB33905	Korea	Asia
ERR3471690	PRJEB33905	Korea	Asia
ERR3471691	PRJEB33905	Korea	Asia
ERR3471692	PRJEB33905	Korea	Asia
ERR3471693	PRJEB33905	Korea	Asia
ERR3471694	PRJEB33905	Korea	Asia
ERR3471695	PRJEB33905	Korea	Asia
ERR3471696	PRJEB33905	Korea	Asia
ERR3471697	PRJEB33905	Korea	Asia
ERR3471698	PRJEB33905	Korea	Asia
ERR3471699	PRJEB33905	Korea	Asia
ERR3471700	PRJEB33905	Korea	Asia
ERR3471701	PRJEB33905	Korea	Asia
ERR3471702	PRJEB33905	Korea	Asia
ERR3471703	PRJEB33905	Korea	Asia
ERR3471704	PRJEB33905	Korea	Asia
ERR3471705	PRJEB33905	Korea	Asia
ERR3471706	PRJEB33905	Korea	Asia
ERR3471707	PRJEB33905	Korea	Asia
ERR3471708	PRJEB33905	Korea	Asia
ERR3471709	PRJEB33905	Korea	Asia
ERR3471710	PRJEB33905	Korea	Asia
ERR3471711	PRJEB33905	Korea	Asia
ERR3471712	PRJEB33905	Korea	Asia
ERR3471713	PRJEB33905	Korea	Asia
ERR3471714	PRJEB33905	Korea	Asia
ERR3471715	PRJEB33905	Korea	Asia
ERR3471716	PRJEB33905	Korea	Asia
ERR3471717	PRJEB33905	Korea	Asia
ERR3471718	PRJEB33905	Korea	Asia
ERR3471719	PRJEB33905	Korea	Asia
ERR3471720	PRJEB33905	Korea	Asia
ERR3471721	PRJEB33905	Korea	Asia
ERR3471722	PRJEB33905	Korea	Asia
ERR3471723	PRJEB33905	Korea	Asia
ERR3471724	PRJEB33905	Korea	Asia
ERR3471725	PRJEB33905	Korea	Asia
ERR3471726	PRJEB33905	Korea	Asia
ERR3471727	PRJEB33905	Korea	Asia
ERR3471728	PRJEB33905	Korea	Asia
ERR3471729	PRJEB33905	Korea	Asia
ERR3471730	PRJEB33905	Korea	Asia
